LINEAR ID,Plinear,Pztf,N_L,N_Z,L_chi2r,Z_chi2r,L_chi2,Z_chi2,Lampl,Zampl,BpeakL,BpeakZ,BperiodL,BperiodZ,Periodogram_f,B_score,Blazhko_f
11697185,0.465077,1.682738,233,15,2.5,0.4,6.3,21809.6,0.4,403374.42,2.2399,0.5943,11.1408,0.0,-,0,-1
11705227,0.622634,0.622637,163,360,0.9,1.2,1.1,5.2,0.5,0.7,1.6401,1.6759,29.4291,14.3256,-,0,-1
11708168,0.269339,0.269339,193,531,1.0,1.3,1.1,2.0,0.43,0.41,3.7807,3.7265,14.7156,73.1261,-,0,-1
11710343,0.964552,0.586664,185,109,2.6,1.2,9.8,1.7,5.02,0.51,1.0492,1.7497,80.4505,22.1435,-,0,-1
11714464,0.713826,0.713825,193,533,1.4,1.5,4.6,3.5,0.59,0.6,1.4593,1.4146,17.1218,72.9927,-,0,-1
11721002,0.457793,0.457791,195,282,1.8,2.0,10.1,6.1,1.18,1.13,2.2523,2.2753,14.7265,11.0059,-,0,-1
11722875,0.998621,0.506939,206,125,5.8,2.0,41.8,9.8,56.19,0.71,1.0329,2.0029,31.7158,33.0415,-,0,-1
11739544,0.644571,1.225025,278,24,2.0,3.8,11.2,81.8,0.63,62.62,1.6196,0.8219,14.6617,178.8909,-,0,-1
11741466,0.318954,4.229872,233,13,0.7,0.2,0.6,0.3,0.34,4073.32,3.2061,0.2402,14.1044,265.252,-,0,-1
11748489,0.618734,3.195584,261,13,1.2,0.1,1.9,0.0,0.43,182.77,1.684,0.3159,14.7558,333.8898,-,0,-1
11762571,0.369132,0.369132,230,699,1.4,2.7,2.6,10.7,0.35,0.34,2.777,2.723,14.7275,71.9683,-,0,-1
11763086,0.400459,0.400473,250,579,1.3,3.0,2.0,10.9,0.45,0.37,2.5669,2.4999,14.3338,348.4321,-,0,-1
11781491,0.541136,0.541136,210,478,1.7,6.7,9.1,93.8,0.64,0.84,1.8829,1.9253,28.5919,12.9308,-,0,-1
11782815,0.349125,0.34913,171,468,1.3,1.3,2.2,1.9,0.4,0.57,2.8643,2.9349,0.0,14.1633,-,0,-1
11793018,1.368181,0.576794,65,120,1.4,2.7,2.1,13.8,1.31,0.9,0.7648,1.7811,29.4768,21.0904,-,0,-1
11806061,0.578486,1.249378,239,32,0.9,9.2,1.5,128.0,0.62,99.96,1.8002,0.8084,13.9782,124.7661,-,0,-1
11843692,0.599522,0.599542,224,67,1.0,2.1,3.1,5.7,0.98,0.7,1.6952,1.6855,36.6972,56.9638,-,0,-1
11857301,0.550273,0.550352,269,473,1.9,3.5,14.6,38.6,0.8,0.68,1.8684,1.8204,19.5714,291.9708,-,13,0
11864180,0.553188,0.553185,236,835,0.8,1.0,0.7,2.0,0.82,1.09,1.8754,1.8131,14.77,186.2197,-,0,-1
11864431,0.636505,0.636498,219,831,0.9,1.1,1.0,1.7,0.36,0.36,1.6406,1.5746,14.3833,284.495,-,0,-1
11905739,0.311346,0.311342,206,858,0.9,1.2,3.1,1.9,0.35,0.39,3.3151,3.2154,9.6895,286.533,-,0,-1
11912411,0.518367,0.518376,192,223,1.1,2.3,1.5,14.2,0.78,0.61,1.966,2.0029,27.1518,13.5538,-,0,-1
11922992,0.999955,0.600688,193,721,7.8,1.1,84.1,3.8,7169.17,0.89,1.0029,1.6682,352.7337,292.8258,-,0,-1
11929402,0.561066,0.561063,209,1077,0.9,1.3,1.2,2.9,0.9,1.17,1.7972,1.7858,67.2721,290.6977,-,0,-1
11934810,0.482139,0.964131,231,36,1.7,3.7,3.8,21.7,0.99,0.81,2.1079,1.0487,29.5989,87.184,-,0,-1
11942032,0.67759,0.677595,203,385,0.8,1.5,0.8,6.4,0.85,0.84,1.5297,1.5296,18.5477,18.5787,-,0,-1
11949036,0.573165,0.573174,204,367,0.9,1.8,0.8,5.3,0.82,0.82,1.7814,1.7495,27.2442,207.6843,-,0,-1
11953092,0.323151,0.323153,256,465,1.9,1.4,3.7,2.4,0.33,0.32,3.1284,3.0979,29.5334,294.9853,-,0,-1
11968367,0.632,0.632002,215,352,1.0,2.2,1.1,4.5,0.42,0.31,1.6499,1.6361,14.7787,18.5736,-,0,-1
11969582,0.529887,0.997446,210,39,1.1,8.8,3.1,116.3,0.78,12609.05,1.945,1.0428,17.3115,24.8787,-,0,-1
11986645,0.551101,0.551101,213,987,0.8,2.5,0.8,11.5,0.47,0.63,1.8486,1.8207,29.3902,161.4205,-,0,-1
12005595,0.489625,0.489629,178,510,1.5,1.8,7.2,12.2,0.84,1.06,2.0622,2.0622,50.5051,50.4414,-,0,-1
12019667,0.484077,0.484076,249,239,1.4,1.8,3.6,6.3,1.02,1.41,2.0973,2.0974,31.7209,31.6756,-,0,-1
12028462,0.602137,0.602135,226,749,1.2,1.7,1.8,3.9,0.41,0.43,1.7221,1.6675,16.3066,148.8095,-,0,-1
12030800,0.99719,0.577623,251,379,3.0,3.3,8.1,21.0,166425.36,0.51,1.0216,1.7599,53.1491,34.9406,-,0,-1
12031948,0.60408,0.604073,209,75,2.4,1.2,24.8,3.2,0.82,0.78,1.6582,1.6748,353.3569,51.5464,-,0,-1
12035870,0.60365,0.603646,244,490,0.8,2.0,0.9,7.5,0.66,0.64,1.6768,1.6758,49.3949,52.0698,-,0,-1
12039129,0.636232,0.636225,219,490,1.0,2.5,1.7,8.0,0.43,0.38,1.6056,1.6178,29.577,21.7179,-,0,-1
12052216,0.614091,0.614094,192,396,0.7,1.2,0.5,2.8,0.51,0.76,1.6625,1.6844,29.3858,17.8731,-,0,-1
12052313,0.617411,0.617415,223,393,1.0,1.7,2.6,3.4,0.48,0.65,1.6883,1.6254,14.5794,174.0644,-,0,-1
12058420,0.331378,0.33138,186,128,1.0,1.1,0.9,1.5,0.48,0.4,3.0517,3.0205,29.3772,357.1429,-,0,-1
12059457,0.499902,0.303657,80,366,4.8,3.7,30.4,22.7,0.33,0.52,2.0345,3.4385,29.3513,6.884,-,0,-1
12062665,0.499233,0.523756,186,383,8.2,1.9,58.0,10.4,7.12,1.28,2.0031,1.956,0.0,21.411,-,0,-1
12069774,0.415165,0.415169,179,366,1.0,1.8,1.1,4.8,0.41,0.56,2.4768,2.4143,14.6735,176.6784,-,0,-1
12074944,0.468263,0.468262,206,604,1.2,2.4,1.7,9.8,1.11,1.1,2.1384,2.202,353.9823,15.0523,-,0,-1
12077930,0.579668,0.579668,176,415,0.8,1.1,0.8,2.9,0.75,0.96,1.7754,1.7363,19.8886,89.7666,-,0,-1
12088350,0.499273,0.547453,221,41,3.2,48.9,16.0,10155.6,688.01,1.49,2.029,1.8405,38.2629,72.0721,-,0,-1
12091674,0.711227,1.065126,216,23,0.9,0.4,0.8,14.5,0.45,79.17,1.4706,0.9505,15.4955,85.7265,-,0,-1
12093139,0.509446,0.509437,198,602,1.2,3.9,3.2,23.1,1.1,1.02,2.0066,2.0027,22.8833,25.1446,-,0,-1
12102822,0.562788,0.56286,200,408,2.9,6.4,14.3,73.0,0.51,0.61,1.8415,1.7823,15.4667,175.5926,-,0,-1
12105373,0.714723,0.714724,224,411,0.7,1.0,0.6,1.9,0.74,0.95,1.402,1.4338,350.2627,28.8684,-,0,-1
12105672,0.484188,0.484192,254,559,0.9,1.7,1.0,6.0,1.05,1.04,2.1194,2.0966,18.5014,31.954,-,0,-1
12108241,0.460074,0.46007,110,1182,1.2,1.8,3.0,10.9,1.16,1.12,2.2148,2.259,24.2336,11.7069,-,0,-1
12146066,0.553991,0.554036,203,155,2.1,3.4,6.8,22.2,0.48,0.47,1.8728,1.815,14.758,98.912,-,0,-1
12149191,0.597685,0.59768,231,627,0.7,1.2,0.6,2.1,0.47,0.54,1.7382,1.6788,15.3775,177.4623,-,0,-1
12172879,0.377286,0.377308,229,246,1.5,4.2,2.5,17.7,0.36,0.47,2.7239,2.6553,13.6305,202.8398,-,0,-1
12173292,0.275489,5.460248,234,4,0.8,0.1,1.0,0.0,0.41,93.88,3.6665,0.1877,27.2926,220.5072,-,0,-1
12181468,0.5818,0.581794,233,275,1.8,2.1,9.8,11.5,0.79,1.19,1.7554,1.741,27.3448,45.0349,-,0,-1
12191421,0.577243,0.577226,228,506,2.3,5.5,17.4,64.0,0.69,0.93,1.8002,1.7359,14.7525,286.944,-,0,-1
12192232,0.642517,2.409004,223,15,2.0,5.1,4.6,44.5,0.81,6911.23,1.5703,0.4193,71.6332,240.3846,-,0,-1
12192263,0.567993,0.567996,220,948,0.9,1.4,0.9,3.8,0.81,0.76,1.8283,1.8413,14.7634,12.3908,-,0,-1
12201893,0.667813,0.667808,166,792,0.7,1.4,0.8,3.2,0.61,0.8,1.501,1.5053,282.8854,127.6324,-,0,-1
12217047,0.997184,0.583409,210,213,3.6,1.4,15.3,2.7,4401.86,0.64,1.0302,1.7175,36.4697,289.0173,-,0,-1
12225068,0.730872,0.73088,210,924,1.1,1.4,4.1,2.3,0.54,0.52,1.3741,1.3717,170.2128,288.1844,-,0,-1
12229884,0.303909,0.303905,170,217,0.7,1.0,0.7,1.4,0.46,0.33,3.2933,3.4331,349.6503,7.0124,-,0,-1
12246112,0.624543,0.624541,218,221,1.0,1.2,1.1,1.7,0.44,0.37,1.6689,1.6047,14.7721,284.495,-,0,-1
12246346,0.512537,0.512518,201,2117,1.3,3.1,2.4,32.8,0.87,0.87,1.9546,1.9769,282.8854,38.7747,-,0,-1
12246627,0.661061,0.661064,229,2199,0.9,1.7,1.0,3.2,0.69,0.69,1.5328,1.5203,49.8629,132.1004,-,0,-1
12252043,0.340085,0.704536,188,2215,3.1,1.4,12.7,2.6,0.63,0.8,2.9574,1.4227,59.0842,299.8501,-,0,-1
12259713,0.614111,0.614113,226,1011,0.8,1.1,0.7,1.6,0.4,0.6,1.696,1.6317,14.794,297.1768,-,0,-1
12275391,0.499252,0.743467,78,376,2.9,1.5,9.6,3.1,43.92,0.38,2.0715,1.3586,14.5975,73.9372,-,0,-1
12282761,0.635092,0.635095,265,68,1.3,1.0,2.0,1.0,0.38,0.32,1.6084,1.6436,29.5552,14.4844,-,0,-1
12286050,0.705724,0.705724,229,2265,0.8,1.0,0.6,1.3,0.6,0.82,1.444,1.4223,37.0508,187.4414,-,0,-1
12288666,0.593844,0.593819,250,365,1.0,1.6,1.4,3.5,0.88,0.62,1.73,1.6884,21.6943,229.3578,-,0,-1
12290136,0.661838,0.661837,192,1288,1.5,1.8,2.3,4.5,0.37,0.55,1.5484,1.5173,26.7201,156.8627,-,0,-1
12292722,0.302232,0.302232,194,2043,1.3,1.2,2.1,1.8,0.45,0.41,3.4102,3.4604,9.8532,6.5909,-,0,-1
12307056,0.569804,0.5698,177,2115,1.5,2.6,2.7,17.7,0.77,1.04,1.8226,1.8376,14.7809,12.1117,-,0,-1
12316108,0.409992,0.409994,160,1033,1.2,4.0,1.6,20.3,0.53,0.32,2.5344,2.4512,10.4932,82.6446,-,0,-1
12320224,0.711986,0.711958,212,970,0.9,1.3,1.3,2.6,0.45,0.35,1.4401,1.4077,28.1215,322.5806,-,0,-1
12330695,0.499253,0.307074,235,114,12.2,1.2,107.6,1.5,1.81,0.28,2.0958,3.3821,10.7712,7.965,-,0,-1
12338372,0.599987,0.6,100,166,0.7,2.3,0.4,81.6,0.66,0.85,1.7342,1.7313,14.8159,15.4835,-,0,-1
12347656,0.598937,0.598939,240,505,0.8,1.2,0.8,3.2,0.57,0.59,1.7035,1.6832,29.5465,73.7191,-,0,-1
12355665,0.67651,0.676519,247,77,1.8,1.1,12.0,1.6,0.78,0.62,1.5273,1.5037,20.3459,39.1773,-,0,-1
12358313,0.414597,0.414599,226,238,1.9,1.7,4.0,4.0,0.36,0.5,2.5091,2.4734,10.295,16.288,-,0,-1
12359105,0.504674,0.504671,215,243,1.0,2.5,2.0,9.1,0.98,1.34,2.024,2.0027,23.5073,47.259,-,0,-1
12364597,0.333042,0.520827,111,277,6.6,2.2,43.3,7.7,24.57,1.35,3.0081,1.9614,181.8182,24.1926,-,0,-1
12365386,0.325599,0.651201,211,66,1.5,1.1,2.1,1.1,0.35,0.25,3.1028,1.5438,31.746,122.399,-,0,-1
12368648,0.498244,0.498244,235,490,1.2,2.1,2.1,9.0,0.92,1.02,2.0099,2.013,353.3569,167.2241,-,0,-1
12369016,0.730882,0.730883,190,237,0.7,1.6,0.6,3.8,0.59,0.59,1.4022,1.3765,29.4118,120.9921,-,0,-1
12382106,0.49861,0.499024,208,400,5.1,1.6,35.4,4.4,17.13,1.37,2.0864,2.0094,12.3724,180.6685,-,0,-1
12383709,0.49863,0.492823,201,394,8.3,12.6,99.0,278.3,191.93,1.06,2.0291,2.0423,42.337,75.7863,-,0,-1
12389449,0.732681,0.732695,196,62,0.9,1.4,1.0,3.5,0.5,0.63,1.3677,1.3687,353.9823,254.7771,-,0,-1
12390014,1.826173,0.608757,156,401,1.3,3.5,1.6,21.8,0.94,1.1,0.5714,1.6485,42.0256,172.117,-,0,-1
12392541,0.878193,1.830664,187,11,1.8,0.1,7.0,0.0,0.94,375.22,1.1903,0.5494,19.3892,315.9558,-,0,-1
12402647,0.394971,0.394985,188,539,1.2,3.8,1.6,21.9,0.5,0.32,2.5589,2.5455,36.9822,72.7008,-,0,-1
12405343,0.623461,0.623453,154,563,2.3,1.7,7.3,3.6,0.4,0.3,1.6714,1.6715,14.8313,14.8159,-,0,-1
12409868,0.565643,0.565643,121,566,0.7,1.0,1.1,2.3,0.77,0.76,1.8382,1.8462,14.2227,12.7755,-,0,-1
12412349,0.597356,0.597352,221,603,1.7,1.5,4.6,3.9,0.77,0.74,1.7477,1.6876,13.5713,73.6648,-,0,-1
12432893,0.421233,0.421198,248,1170,1.0,3.4,1.3,14.5,0.38,0.32,2.4417,2.3878,14.7591,73.2869,-,0,-1
12464278,0.749208,0.74921,169,193,0.9,1.6,1.2,4.9,0.73,0.61,1.3859,1.3977,19.5637,15.8768,-,0,-1
12464670,0.637328,0.637338,185,356,1.1,4.7,2.2,42.5,0.56,0.76,1.5839,1.6132,67.4082,22.6193,-,0,-1
12473468,0.561761,0.561765,177,1013,1.6,3.9,9.1,28.3,0.69,0.98,1.8519,1.7924,13.9383,81.3339,-,0,-1
12481648,0.322988,0.322991,209,649,1.0,1.3,1.9,1.9,0.31,0.32,3.2341,3.1414,7.244,22.0702,-,0,-1
12496042,0.54367,0.543672,215,129,1.1,1.3,1.6,2.7,0.86,0.8,1.921,1.921,12.2414,12.2466,-,0,-1
12502187,0.526895,0.526896,256,221,2.0,1.6,4.0,4.7,1.09,1.4,1.9503,1.9503,19.084,19.0785,-,0,-1
12516209,0.60068,0.600679,231,478,1.1,2.5,1.6,8.9,0.46,0.48,1.6987,1.6701,29.4638,186.9159,-,0,-1
12525125,0.558903,0.558899,235,792,0.8,1.4,1.2,3.1,0.84,1.15,1.8699,1.8604,12.3923,14.0528,-,0,-1
12526629,0.704561,0.70456,196,689,1.3,1.4,4.6,2.4,0.71,0.97,1.4869,1.4749,14.7874,18.0034,-,0,-1
12533027,0.576719,0.576708,167,896,0.9,1.1,0.8,1.9,0.77,0.78,1.8049,1.7375,14.0934,282.8854,-,0,-1
12534878,0.349057,0.349057,234,872,0.8,1.3,0.7,1.7,0.33,0.34,2.9326,2.9351,14.7612,14.2389,-,0,-1
12544799,0.550951,0.550901,161,1798,1.3,1.7,1.8,5.8,1.0,0.94,1.8855,1.8777,14.2025,16.0026,-,0,-1
12560639,0.376841,0.376845,192,954,0.9,1.3,0.7,1.8,0.45,0.42,2.6565,2.657,355.2398,298.0626,-,0,-1
12562559,0.314281,0.314285,219,752,0.8,2.3,0.5,10.9,0.36,0.48,3.2496,3.1853,14.7721,286.944,-,0,-1
12566108,1.148063,0.382725,219,856,1.2,2.5,2.2,10.2,0.5,0.39,0.9092,2.6164,26.2261,280.112,-,0,-1
12569794,0.76306,2.28929,193,38,1.0,1.8,1.4,5.7,0.55,0.63,1.3341,0.4462,42.4719,106.0445,-,0,-1
12578804,0.499234,0.519549,218,914,4.7,3.6,25.7,59.1,7.2,1.07,2.0117,1.9637,116.2791,25.6443,-,0,-1
12586257,0.532096,0.532105,184,1158,0.9,1.9,0.8,5.2,1.07,1.35,1.9616,1.941,12.1573,16.2127,-,0,-1
12588097,0.481243,0.481243,212,1090,1.6,2.3,5.0,12.5,1.07,1.51,2.1457,2.1156,14.7558,26.5781,-,0,-1
12590447,0.598565,1.490983,215,37,0.7,3.2,0.8,20.9,0.69,0.67,1.6886,0.6828,55.6638,82.4402,-,0,-1
12603859,0.716267,0.716259,199,82,1.2,1.3,2.4,2.8,0.71,0.48,1.4216,1.3997,39.185,284.0909,-,0,-1
12606453,0.746439,0.746438,133,379,0.9,1.4,0.9,2.5,0.42,0.39,1.3469,1.3465,139.5673,146.4129,-,0,-1
12611230,0.45096,1.352869,145,23,1.1,0.7,2.8,1.9,1.12,1.3,2.3085,0.7424,10.9866,310.0775,-,0,-1
12616804,0.613928,0.61392,218,275,1.3,1.3,3.4,4.0,0.89,1.28,1.6652,1.6851,27.4763,17.7809,-,0,-1
12622733,0.554798,0.554807,203,1060,0.8,1.2,1.0,1.9,0.79,0.81,1.8687,1.8692,15.0852,14.9768,-,0,-1
12627837,0.486736,0.486764,211,1300,1.0,4.1,1.2,25.2,0.81,0.99,2.1313,2.0802,13.0268,38.6772,-,0,-1
12632568,0.337683,0.337685,168,1128,0.8,1.2,0.9,1.6,0.36,0.34,3.029,2.982,14.7765,48.3325,-,0,-1
12644081,0.679279,0.679273,147,1005,0.9,1.5,0.8,2.5,0.77,0.73,1.5335,1.5333,16.3079,16.3639,-,0,-1
12650705,0.589028,0.999969,168,26,1.2,28.5,1.9,524.5,0.78,36614241.16,1.7653,1.0046,14.7984,221.2389,-,0,-1
12655997,0.680544,0.680536,208,377,0.7,1.7,0.6,5.9,0.65,1.0,1.5362,1.5331,14.9768,15.6974,-,0,-1
12665575,0.401767,1.916229,222,15,1.0,0.3,0.8,0.7,0.38,3102.55,2.5228,0.5219,29.5639,0.0,-,0,-1
12682467,0.880068,0.440054,197,247,0.8,6.3,0.7,31.6,0.41,0.42,1.181,2.2757,22.3564,311.5265,-,0,-1
12683218,0.441533,0.441526,213,242,2.8,2.6,31.3,11.0,1.09,1.53,2.2986,2.3523,29.6033,11.4423,-,0,-1
12689098,0.524464,0.524463,202,243,0.9,1.7,0.8,7.0,0.95,1.28,1.9547,1.9547,20.816,20.829,-,0,-1
12696409,0.526731,0.526728,264,272,1.9,2.5,23.9,11.1,0.99,1.27,1.9351,1.952,27.3,18.7003,-,10,0
12704270,0.478093,0.478109,250,223,1.3,3.1,3.2,11.7,0.78,0.81,2.1361,2.136,22.5149,22.4871,-,0,-1
12708840,0.540789,0.540785,229,272,1.3,2.7,4.1,11.6,1.06,1.45,1.8546,1.9259,185.0139,13.0268,-,0,-1
12725415,0.615554,0.615619,190,403,0.8,1.2,1.0,2.0,0.47,0.61,1.6901,1.6892,15.2648,15.4392,-,0,-1
12728740,0.557956,0.557853,214,560,2.1,2.5,8.4,19.5,0.69,0.68,1.8659,1.8062,13.587,73.6377,-,0,-1
12734547,0.549996,0.55,177,559,1.1,2.1,3.0,9.3,0.7,0.78,1.855,1.8797,27.1665,16.2641,-,0,-1
12737253,0.385155,1.189102,227,17,0.8,0.7,0.7,11.6,0.41,335.33,2.6578,0.841,16.2641,0.0,-,0,-1
12754432,0.728245,0.572613,184,149,1.1,2.7,2.0,12.4,0.66,0.49,1.4195,1.7519,21.561,179.8561,-,0,-1
12757511,0.4993,0.518786,218,136,8.7,1.7,124.1,3.7,28169.32,0.78,2.0071,1.9652,230.4147,26.6099,-,0,-1
12762287,0.55231,0.552306,240,604,1.0,2.0,1.4,6.8,0.64,0.6,1.879,1.8242,14.6231,73.2869,-,0,-1
12765243,0.638592,0.638568,249,132,1.5,2.2,2.9,5.3,0.8,0.54,1.6243,1.6091,17.1233,23.1965,-,0,-1
12773588,0.668685,0.668679,227,526,0.7,1.1,0.8,1.2,0.39,0.55,1.5634,1.4994,14.7167,255.4278,-,0,-1
12800455,0.625702,0.625705,172,672,1.9,4.6,4.5,31.9,0.72,0.68,1.6524,1.6619,18.4638,15.7072,-,0,-1
12800586,0.552972,0.552967,194,165,0.9,1.3,0.9,2.7,0.82,0.63,1.8754,1.8112,14.9198,356.5062,-,0,-1
12833050,0.98,2.335084,225,15,3.2,0.1,10.9,0.7,0.84,3989.51,1.0464,0.4372,38.4541,112.3596,-,0,-1
12837651,0.470023,0.470018,169,361,2.1,4.0,10.6,30.2,0.84,0.82,2.1664,2.19,25.7301,16.0282,-,0,-1
12841922,0.385216,0.385188,181,80,1.5,1.5,3.9,5.3,0.34,0.3,2.7019,2.599,9.4424,349.6503,-,0,-1
12844564,0.285057,0.285064,214,372,1.7,2.0,5.9,8.5,0.38,0.4,3.5419,3.5133,29.5465,188.5014,-,0,-1
12852289,0.771052,0.771054,245,268,1.0,1.0,3.2,1.8,0.42,0.68,1.3335,1.3556,27.3373,17.0416,-,0,-1
12856149,0.622857,0.622851,231,273,1.0,1.2,4.1,2.1,0.5,0.68,1.6083,1.6741,352.7337,14.5879,-,0,-1
12873666,0.283528,0.28705,225,145,1.0,3.4,0.9,8.7,0.33,0.19,3.6058,3.4865,12.6944,357.7818,-,0,-1
12877772,0.619552,0.619556,232,56,0.8,0.9,0.6,1.1,0.57,0.47,1.682,1.617,14.7286,338.4095,-,0,-1
12878768,0.626803,0.626808,200,1673,1.0,2.3,1.1,6.4,0.3,0.43,1.6292,1.6572,29.6033,16.1786,-,0,-1
12887415,0.290395,0.290394,221,974,1.0,1.4,1.2,2.6,0.31,0.4,3.5866,3.449,6.9935,186.2197,-,0,-1
12887864,0.288859,1.657249,198,26,1.0,3.5,1.0,41.5,0.34,456.15,3.5296,0.6068,14.7689,293.2551,-,0,-1
12895722,0.667298,0.667299,233,211,0.9,1.4,0.8,3.1,0.61,0.5,1.5662,1.5069,14.7809,120.048,-,0,-1
12905848,0.484904,0.484904,178,1845,1.0,2.4,1.5,8.8,1.16,1.5,2.101,2.092,25.8164,33.5739,-,0,-1
12936747,0.463967,0.463974,229,1202,1.4,3.2,3.4,43.5,1.01,0.93,2.2316,2.2316,13.1036,13.1087,-,0,-1
12943921,0.611461,0.61147,203,592,1.1,1.8,1.3,9.2,0.46,0.69,1.6383,1.6863,346.6205,19.6329,-,0,-1
12946318,0.332707,0.3434,246,348,5.9,3.2,22.5,18.7,8.21,0.54,3.0521,2.9587,21.5308,21.4179,-,0,-1
12947453,0.650164,0.650161,238,548,0.9,1.9,1.4,5.0,0.87,1.17,1.6113,1.6089,13.6584,14.1253,-,0,-1
12949815,0.287322,0.287332,240,336,0.8,1.5,0.6,2.9,0.37,0.52,3.5851,3.4857,9.5502,183.4862,-,0,-1
12968612,0.331995,0.331986,176,1120,1.3,2.4,2.3,13.7,0.37,0.54,3.0798,3.0169,14.7787,210.7482,-,0,-1
12970590,0.487868,0.48787,188,1140,0.9,3.2,1.3,19.7,1.06,1.03,2.0967,2.0732,21.3061,42.5532,-,0,-1
12978739,0.625168,0.625168,149,954,1.0,1.9,1.2,3.8,0.95,1.34,1.6669,1.6651,14.8467,15.2672,-,0,-1
12985545,0.546482,0.546479,185,353,1.0,1.4,1.2,2.5,0.93,0.68,1.9163,1.9163,11.568,11.5794,-,0,-1
12994117,0.579048,2.384471,215,15,0.7,0.3,0.6,38549.9,0.88,675366.45,1.795,0.4292,14.7091,102.3018,-,0,-1
13005046,0.676526,0.676525,260,534,0.6,1.0,0.5,2.2,0.55,0.59,1.5275,1.5271,20.2758,20.4061,-,0,-1
13009885,0.614027,0.307014,195,310,0.8,1.5,0.6,2.2,0.4,0.54,1.6976,3.3831,14.4865,7.9434,-,0,-1
13011972,0.532968,1.211525,221,15,1.1,1.2,1.5,14.2,0.97,24664.86,1.9395,0.8283,15.8203,349.6503,-,0,-1
13012463,0.543635,0.543631,259,397,0.9,1.4,1.3,4.0,0.85,1.16,1.9211,1.9211,12.2489,12.2511,-,0,-1
13021022,0.756764,0.756758,172,335,0.9,1.3,0.7,2.5,0.34,0.54,1.3242,1.3434,357.1429,45.5166,-,0,-1
13021365,0.603421,0.603428,214,331,1.9,1.6,4.2,3.2,0.84,1.31,1.7282,1.6619,14.0915,210.5263,-,0,-1
13033809,0.553891,0.553889,238,221,1.5,2.2,1.9,7.6,0.72,1.01,1.8394,1.8712,29.4464,15.2068,-,0,-1
13049022,0.768383,0.768382,149,756,0.8,1.4,0.5,2.7,0.58,0.8,1.3437,1.3533,23.6518,19.2957,-,0,-1
13052359,0.321719,0.547874,159,241,3.5,2.9,18.7,9.8,0.8,0.61,3.1111,1.868,357.1429,23.3973,-,0,-1
13053898,0.43487,0.434869,177,117,3.7,1.5,15.6,3.4,1.17,0.88,2.3879,2.3373,11.3218,26.4936,-,0,-1
13056608,0.386583,0.386592,182,495,1.0,1.7,1.5,4.2,0.43,0.4,2.6779,2.6003,10.9727,73.5565,-,0,-1
13061514,0.587185,0.587173,106,563,1.0,2.5,1.3,10.1,0.61,0.69,1.7786,1.7168,13.2293,73.0194,-,0,-1
13066028,0.592924,0.592926,190,392,0.9,1.1,1.1,1.8,0.73,0.98,1.6894,1.6967,352.1127,98.2801,-,0,-1
13087122,0.61365,0.613643,245,604,1.0,1.2,1.3,1.8,0.52,0.42,1.6324,1.6433,357.1429,73.3138,-,0,-1
13089931,0.307485,0.307482,259,347,1.0,1.2,1.2,1.8,0.43,0.64,3.32,3.3756,14.7449,8.105,-,0,-1
13102760,0.695414,0.695415,299,136,0.7,1.5,0.7,3.3,0.66,0.52,1.5006,1.4802,15.9744,23.6827,-,0,-1
13103579,0.577559,0.5776,233,140,1.1,2.1,1.8,13.3,0.71,0.57,1.7342,1.7373,353.9823,165.5629,-,0,-1
13104605,0.608464,0.608468,275,666,0.7,1.3,0.5,2.4,0.68,0.62,1.7113,1.6571,14.7395,73.1797,-,0,-1
13109299,0.314073,0.314075,265,465,1.0,1.3,1.2,2.7,0.41,0.62,3.1868,3.2732,356.5062,11.207,-,0,-1
13112616,0.652675,0.652709,387,421,1.4,2.0,2.2,5.7,0.4,0.55,1.591,1.5908,16.988,17.0343,-,6,0
13116521,0.62627,0.626266,204,457,0.7,1.9,1.0,5.5,0.98,1.33,1.6585,1.6595,16.2009,15.9451,-,0,-1
13119720,0.573421,0.573423,256,543,0.8,1.6,0.9,3.8,0.87,1.18,1.7469,1.7561,332.7787,81.7661,-,0,-1
13155170,0.72075,0.720733,183,554,0.6,1.2,0.5,2.4,0.67,0.9,1.4115,1.429,41.632,24.108,-,0,-1
13172492,0.614308,0.614276,214,133,2.4,3.7,9.8,18.5,0.53,0.5,1.6901,1.6529,16.0591,40.0962,-,0,-1
13174732,0.580908,0.580909,171,526,0.7,1.9,0.6,6.1,0.84,0.73,1.7919,1.7352,14.1965,72.9129,-,0,-1
13198074,0.630102,0.630106,246,192,2.4,1.1,16.7,1.7,0.39,0.33,1.6549,1.6037,14.7427,59.97,-,0,-1
13214916,0.464373,0.464371,153,868,1.5,2.8,11.6,14.0,1.05,1.49,2.2288,2.2288,13.274,13.2705,-,0,-1
13215994,0.558108,0.55811,205,915,0.9,3.5,1.0,27.2,0.73,0.87,1.7946,1.7952,350.2627,289.4356,-,0,-1
13217513,0.49936,0.697685,214,37,8.7,0.7,57.0,1.4,10.51,0.37,2.0718,1.4796,14.4394,21.6006,-,0,-1
13222675,0.564067,0.56407,194,863,1.0,1.3,1.1,3.6,0.74,1.09,1.8136,1.8495,24.5128,13.0497,-,0,-1
13227470,0.630186,0.630199,177,1752,1.4,2.5,2.8,10.9,0.62,0.83,1.6546,1.6429,14.7525,17.8285,-,0,-1
13233004,0.673279,0.673265,221,1014,0.8,1.8,0.8,4.6,0.43,0.46,1.5529,1.5201,14.7831,28.7068,-,0,-1
